uid,uof_uid,tracking_id_og,tracking_id,investigation_status,service_type,light_condition,weather_condition,shift_time,disposition,division,division_level,unit,originating_bureau,use_of_force_description,use_of_force_level,use_of_force_effective,age,years_of_service,officer_injured,agency,use_of_force_reason
5c2b5b7507ea26907f2ee1ef6263f60f,b610de1ee2dd6918ae65236ea7cc8e16,ftn2016-0320,246df4d63ccaf5489d3ec2eed61ad80f,Completed,other,good,clear conditions,,use of force authorized,special victims ,criminal investigations,sex crimes platoon 1,investigations and support bureau,firearm (exhibited),l1,yes,43,14,No,new-orleans-pd,other
3705379e2899ae3eab449f0f7269d830,b614f86562a195a4d1030c3b182fd3e7,ftn2017-0234,b48aaa50799d24c96f304723ef4c98db,Completed,pedestrian stop,good,clear conditions,,use of force authorized,street gang unit,special investigations,squad b,investigations and support bureau,hands,l1,yes,40,18,Yes,new-orleans-pd,resisted lawful arrest
6075cb30141e840873a85d38db7dc650,b616598299b0939082ab77d43e8bb486,ftn2020-0379,e14f2f415f7214e223b71284469091b5,Completed,arresting,poor,clear conditions,between 3pm-11pm,use of force justified,k9,6th district,patrol,field operations bureau,canine (no bite),l2,yes,37,12,No,new-orleans-pd,refused verbal commands
8aec556cccccb07773d2d49f16fb470e,b61c19a30b5b795d108f9ddcee2bd50d,ftn2021-0149,19efa9467a1a0f4afe36d028b47b0643,Completed,arresting,poor,clear conditions,between 3pm-11pm,use of force justified,b platoon,8th district,patrol,field operations bureau,hands (with injury),l2,yes,34,6,No,new-orleans-pd,resisted lawful arrest
eb3a6217d7eb7ad460490be1a21dc22c,b62436226b136f4210ac0aee1025c04d,ftn2017-0366,fac2ce670e512453af408bc3d4c89d86,Completed,arresting,poor,clear conditions,between 11pm-7am,use of force authorized,c platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,25,5,No,new-orleans-pd,refused verbal commands
313af3292d2f04bfce82863537efaba0,b62a2fa1f34db2f6be707473c113f465,ftn2018-0089,3ede853d36f7bce5f8c92e24541159c8,Completed,call for service,good,clear conditions,between 7am-3pm,use of force authorized,day watch,7th district,patrol,field operations bureau,conducted electrical weapon deployment,l2,limited,34,17,No,new-orleans-pd,refused verbal commands
b1ab23ed2a582ecc39d03ec1e56a885c,b63b3799ddb2ac000ed06cff09ffef7d,ftn2020-0200,c2856c876f50ea4eb530a1d05979759d,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified with policy violation,c platoon,2nd district,patrol,field operations bureau,hands,l1,yes,51,16,No,new-orleans-pd,resisted lawful arrest
1392af5fe4d9f5f9766157e2c7871d65,b64c45622418ddfa5531eb6a206db47f,ftn2019-0275,50ccd237ca18da48380f124b7128bf9d,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,day watch,7th district,patrol,field operations bureau,hands,l1,yes,46,7,Yes,new-orleans-pd,other
2122cc0c8c5533681b9a08e94c2c452b,b65bc21a13ce3eb24031943327594082,ftn2019-0332,fdc6ec9726446671b983da6c9bdcfe05,Completed,other,good,clear conditions,between 3pm-11pm,use of force justified with policy violation,tactical,special operations,1st platoon,field operations bureau,force (take down),l2,yes,45,12,No,new-orleans-pd,other
e138e396841dfcf5f2f7c6d92dc9d657,b6734717a8674c371101a48cfdc96eab,ftn2016-0204,321730e9242fa5d4c096cb498a376d17,Completed,serving a warrant,good,clear conditions,,use of force authorized,tactical,special operations,1st platoon,field operations bureau,firearm (exhibited),l1,yes,35,17,No,new-orleans-pd,other
c770da7a41c5ac05bb01b9d291be5bc4,b678d9dd04626cc16d4ba32c827ecb32,ftn2017-0202,1774a259cb43160c97bbc6337b5f7dd2,Completed,call for service,good,clear conditions,,use of force authorized,task force,5th district,,field operations bureau,firearm (exhibited),l1,yes,33,17,No,new-orleans-pd,refused verbal commands
715f486f91ceb931b1d42fd1f286c641,b67a25df0be05269af1a666f0b4ae8a7,ftn2016-0379,346fc30db46d6a5a517dc8111f68951f,Completed,arresting,good,other,,use of force authorized,c platoon,2nd district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,32,6,No,new-orleans-pd,resisted lawful arrest
d253a363a7c0bc9ce9db106e4cbd0d8f,b67b2e061c89ace9d161c397b0641c70,ftn2017-0297,3336e221420df13fbabb0a8005b48bc1,Completed,call for service,,rainy conditions - light,,use of force authorized,,5th district,,field operations bureau,canine (no bite),l2,yes,49,30,No,new-orleans-pd,resisted lawful arrest
0ad90fd9faecdfb42a5fb318a161ed7d,b67e657debaf4cca07c95a8b781467aa,ftn2019-0219,623a74182007f6b653de3172d1cca382,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,3rd district,patrol,field operations bureau,takedown (with injury),l2,yes,30,5,Yes,new-orleans-pd,battery on officer
5df7498251af272ef6e33c0a4c141e4d,b69acd126b06c5dba73052645b4c9539,ftn2017-0393,26eedcd5a3ce0cf2072028d3349bdbfe,Completed,traffic stop,good,clear conditions,between 7am-3pm,use of force authorized,task force,7th district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,no,31,11,No,new-orleans-pd,escape
1401ca5457880e3fe66c27e9db86c834,b6a0541f5bc362c984893e8e60ddd05c,ftn2016-0288,3ef6bf5b7502f1b6cc292dc8c0c1efc3,Completed,serving a warrant,good,clear conditions,,use of force authorized,tactical,special operations,violent offender warrant squad,field operations bureau,firearm (exhibited),l1,yes,47,24,No,new-orleans-pd,other
2122cc0c8c5533681b9a08e94c2c452b,b6a184a340cc293c2a5480cb6b17a888,ftn2020-0337,30a069e2f37aa857b62d9a22195afa41,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,7th district,patrol,field operations bureau,hands,l1,yes,46,12,No,new-orleans-pd,flight from an officer
a917550f3dea918f715d763b3aa26bfb,b6a31ed70870427aabc7431fd91f2f93,ftn2016-0339,488946640aa180c86daa9965b696b1da,Completed,serving a warrant,poor,clear conditions,,use of force authorized,investigations,3rd district,staff,field operations bureau,firearm (exhibited),l1,yes,44,7,No,new-orleans-pd,resisted lawful arrest
1e5fa66eff94c8b132ca9d88e4ad5eb3,b6a71cced0ff0d5cab6fb3121f6beab9,ftn2016-0098,fba417c157e7c28e84177144ee5cbf23,Completed,arresting,poor,clear conditions,,use of force authorized,day watch,7th district,,field operations bureau,firearm (exhibited),l1,yes,47,13,No,new-orleans-pd,resisted officer with weapon
5dcffc066414c6bf5b7a38e2124689a3,b6a85ffbc448916e3e972aea9ed3f0a2,ftn2020-0161,d92c43b6b11fa9a02b835e2079c60908,Completed,other,good,clear conditions,,use of force justified,b platoon,6th district,,field operations bureau,hands,l1,no,39,5,Yes,new-orleans-pd,tactical deployments
1392af5fe4d9f5f9766157e2c7871d65,b6b41ab13e22e7fdba214b5d2cd3587e,ftn2016-0463,bde4ee3184b59fbad8a53bfa3ca7ddc7,Completed,call for service,good,clear conditions,,use of force authorized,evening watch,7th district,,field operations bureau,force (take down),l2,yes,43,7,No,new-orleans-pd,refused verbal commands
96d4d50b2f938c4ca603e465be412e19,b6be7e87f40cf36cc3528c9fc10d3e1a,ftn2020-0311,5a13edbbcf3577746a62ea957853c5c3,Completed,call for service,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,7th district,patrol,field operations bureau,hands,l1,yes,37,16,No,new-orleans-pd,refused verbal commands
d825c91de0a7b7a8dae2a12050dfe66f,b6c383a547ffc31420a71502270c91ad,ftn2017-0190,fdcbae9e93e1d47394e3d33ed64a3f3c,Completed,arresting,poor,clear conditions,between 3pm-11pm,use of force authorized,b platoon,6th district,patrol,field operations bureau,force (take down),l2,yes,25,5,No,new-orleans-pd,escape
ddc1ef26b58a8449f3294ceee037f1c2,b6d7ffe4598c86622f23fe91682f7dc3,ftn2018-0329,81fdca1b93a9d78628b00f784e25b1f8,Completed,pedestrian stop,good,clear conditions,between 3pm-11pm,use of force justified,traffic,3rd district,district investigative unit,field operations bureau,firearm (exhibited),l1,yes,52,30,No,new-orleans-pd,weapon exhibited
6a748db5fedce1ee4b8698002cba65f2,b6f1100fb8062ac6db2a849e004ffed9,ftn2016-0261,0aec2065c9c901f40999bc7935cebd6e,Completed,arresting,good,clear conditions,between 7am-3pm,use of force authorized,a platoon,3rd district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,32,15,No,new-orleans-pd,refused verbal commands
07770cba9dcb255d3b38e326251fdf8b,b6f5fb4752c4282e86cc2e77360f8347,ftn2017-0075,18df66434f913cb407a386be250b02e6,Completed,call for service,good,clear conditions,between 11pm-7am,use of force authorized,,8th district,persons,field operations bureau,firearm (exhibited),l1,yes,38,9,No,new-orleans-pd,other
837ad8a93822c32bf230994fd0fb2d8f,b706a9e8c1720bbc20bb9532561876ac,ftn2017-0128,24c6251420fa90896bb921dbe62c6f66,Completed,traffic stop,good,clear conditions,,use of force authorized,narcotics,2nd district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,33,11,No,new-orleans-pd,escape
a917550f3dea918f715d763b3aa26bfb,b70dbbc49ddd586f52bae7899d779b4d,ftn2017-0382,ef030d0416501e0e5426a9dbe15ab3c5,Completed,serving a warrant,good,clear conditions,between 3pm-11pm,use of force authorized,tactical,special operations,1st platoon,field operations bureau,firearm (exhibited),l1,yes,45,7,No,new-orleans-pd,other
c22f5e1af33078efd7f95241a9acc71d,b723b8dac5afd44512486d33942260bf,ftn2019-0037,1721ad35d10c07d625020c24dc1588dd,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,task force a,3rd district,patrol,field operations bureau,firearm (exhibited),l1,yes,41,12,No,new-orleans-pd,room clearing
9d5a29ccbf83f3e98ae82aa5fca4b227,b72fac91870533b5b066a790e5967749,ftn2018-0156,4701dba7bf10743fc076822b4a9608da,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified,c platoon,8th district,patrol,field operations bureau,takedown (no injury),l1,yes,26,6,No,new-orleans-pd,resisted lawful arrest
acea8c7133ec41a661bb7436c5ae6416,b739c9e9048e6cdb40f0034521a9b75d,ftn2018-0297,648428b83fd7a1f40c1375fecb45dcc9,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,7th district,patrol,field operations bureau,hands,l1,yes,36,13,No,new-orleans-pd,resisted lawful arrest
866b1cb1a52d5e231ef00689d968f547,b74372814e6f017136f69a3217f5e84c,ftn2020-0044,77496cb2ff513dd0d5bfcb5f186b96d1,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified,c platoon,3rd district,patrol,field operations bureau,takedown (with injury),l2,yes,30,2,No,new-orleans-pd,battery on officer
22c507deb5d6269cf25df56d684e3405,b74eff5d30e04699cc7c2b44c68734a8,ftn2016-0145,2e8cc5bff1f6748ef109cf5d765b6d07,Completed,call for service,good,clear conditions,,use of force authorized,a platoon,5th district,patrol,field operations bureau,conducted electrical weapon exhibited/laser,l1,limited,63,43,No,new-orleans-pd,refused verbal commands
ecc707b9c22a06f4a45cad8b04be2b94,b750c4d493ec92f1ded9edbd46a043c6,ftn2020-0282,b39cf32d98a724787d33a83bdfef9c3c,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,8th district,patrol,field operations bureau,hands,l1,yes,34,7,No,new-orleans-pd,resisted lawful arrest
1b796859742f1ca2974f1bf8f94a4f2b,b7684eb35460a82b23601702298e7b93,ftn2020-0289,b4a17cc42d609bd53c34b7e2cd7b1478,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,7th district,patrol,field operations bureau,takedown (no injury),l1,yes,30,3,No,new-orleans-pd,resisted lawful arrest
57e865ad8c571bdd2656fe729e386076,b773bd0f42a95f94d1851d37d98a3c58,ftn2017-0461,fc7f8d5d478ef320efd8729c37215ea3,Completed,call for service,good,clear conditions,between 7am-3pm,use of force authorized,day watch,7th district,patrol,field operations bureau,firearm (exhibited),l1,yes,33,7,No,new-orleans-pd,refused verbal commands
f2fe170fb07da2027329b592a7aa4c0d,b779884b3e13048ded2c74121a8cc4aa,ftn2019-0091,12fec6d5f1aefe03c80a2fe894b91bc2,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,7th district,patrol,field operations bureau,hands,l1,yes,26,3,Yes,new-orleans-pd,refused verbal commands
f9fd9642b3c97f3541d67463ee44205d,b77bd9de0aeb66d783d6487ac990368f,ftn2019-0209,5533cb8682813ccef4e7470867963a33,Completed,call for service,poor,clear conditions,between 3pm-11pm,use of force justified,b platoon,1st district,patrol,field operations bureau,firearm (exhibited),l1,yes,33,3,No,new-orleans-pd,refused verbal commands
c180f10b27fd025b02470bbfc80a3c01,b78340947cb47a75052ad67ee7a60ca7,ftn2016-0379,346fc30db46d6a5a517dc8111f68951f,Completed,arresting,good,other,,use of force authorized,c platoon,2nd district,,field operations bureau,other,l2,yes,51,21,No,new-orleans-pd,resisted lawful arrest
166c58f35ac6b50fd2e44658b41cddba,b789900015658aff76f2918b967593d2,ftn2017-0541,9f5efa258f00fe5c2cca572dbbfa4fe3,Completed,other,good,clear conditions,,use of force authorized,tactical,special operations,1st platoon,field operations bureau,rifle (pointed),l1,yes,39,15,No,new-orleans-pd,tactical deployments
caaeb2ca801f4fd4600764e1599268c3,b78dea32fdfec6d850928f882f878f04,ftn2018-0176,3d5658ddffd350ecd9cc46ebee691598,Completed,pedestrian stop,good,clear conditions,between 11pm-7am,use of force authorized,task force,5th district,,field operations bureau,firearm (exhibited),l1,yes,29,7,No,new-orleans-pd,flight from an officer
e38b582ac1932c3d83df7ce992f6ebad,b7a1f72212e651e375e899deb5cc9349,ftn2017-0420,4df968d4ba1317919d47967afa9a6aaf,Completed,call for service,good,clear conditions,between 7am-3pm,use of force authorized,a platoon,3rd district,patrol,field operations bureau,hands,l1,yes,40,13,No,new-orleans-pd,refused verbal commands
0bf83bca6db347bc556a7cf5ec9af94c,b7a312f34bbe37860778bc761d4debfe,ftn2019-0179,15786f7049dbc7f27c700c54e85d204c,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,limited duty,1st district,patrol,field operations bureau,conducted electrical weapon deployment,l2,yes,36,14,No,new-orleans-pd,refused verbal commands
d424847a991d07768f69c4513bd38bda,b7b6f4c1241158c57b7066d118f5cbfc,ftn2017-0242,04d7d60d50f5d18486c3211e69040a09,Completed,arresting,good,clear conditions,between 7am-3pm,use of force authorized,1st platoon,4th district,,field operations bureau,force (take down),l2,yes,27,7,No,new-orleans-pd,refused verbal commands
0ad90fd9faecdfb42a5fb318a161ed7d,b7bccbbfab441114eb8d24967d830c36,ftn2021-0345,ead32dcb29ebd1af96e5410486179724,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,special operations,patrol,field operations bureau,firearm (exhibited),l1,no,32,5,No,new-orleans-pd,resisted lawful arrest
866b1cb1a52d5e231ef00689d968f547,b7d131563a86f37d80d629c7d3b82485,ftn2020-0253,517bd4f406896d966ea190a5ee225a1b,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,3rd district,patrol,field operations bureau,firearm (exhibited),l1,no,30,2,No,new-orleans-pd,refused verbal commands
804abae61cb17e1c03693c9d3c94b16f,b7d563cde8d5d048f4e21d93247dd640,ftn2017-0419,809a3b8f97f52f37044e32ceb5b6ea37,Completed,traffic stop,poor,rainy conditions - medium,between 3pm-11pm,use of force authorized,narcotics,5th district,,field operations bureau,firearm (exhibited),l1,no,33,14,No,new-orleans-pd,resisted officer with weapon
9520146c4ec74cdd258084f46f3ed93a,b7eb91c6fb8b70ebb995f4a0292bc65b,ftn2017-0254,0a1679960164b0aa4ff33afdcb43376f,Completed,call for service,poor,rainy conditions - medium,between 11pm-7am,use of force authorized,c platoon,4th district,patrol,field operations bureau,force (escort tech),l1,yes,36,6,No,new-orleans-pd,resisted lawful arrest
15ba22dd8e69bba9af304e2ba19d0e99,b7f1a724e42062b6250ce4f8d317919f,ftn2021-0032,2d8d6ace19fdbdcd3a089ed886074918,Completed,call for service,poor,rainy conditions - light,between 11pm-7am,use of force justified,c platoon,7th district,patrol,field operations bureau,hands,l1,yes,52,13,Yes,new-orleans-pd,flight from an officer
b9cf8d87df2873cfa7728c8283824ee8,b7f211339467d32774ecd28b0dd1dfcc,ftn2021-0293,e60c5f1bcb3afd30845657b685fc8557,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,3rd district,patrol,field operations bureau,force (escort tech),l1,yes,32,12,No,new-orleans-pd,refused verbal commands
b49977f62fa57637be8c6b42e38f6d21,b7fe7dd2d17b270b3b058b12eacefa1a,ftn2018-0253,d25ae1786760eccc84f04e6b38330c8a,Completed,serving a warrant,good,clear conditions,between 7am-3pm,use of force justified,tactical,special operations,violent offender warrant squad,field operations bureau,conducted electrical weapon deployment,l2,yes,38,17,No,new-orleans-pd,resisted lawful arrest
ab0a0c03376258f0a4f6a860f1dfdc09,b8072cb6053898576a23f2a3d96e9d1b,ftn2016-0238,0a5c704a3edf36d93b38c3f1cf2f574b,Completed,call for service,good,clear conditions,,use of force authorized,,5th district,,field operations bureau,hands,l1,yes,40,20,No,new-orleans-pd,refused verbal commands
8080abc2fada1932e54a668b6c3b58da,b81009241dbceebaedcedbe5fae23d24,ftn2017-0391,74987aa95ec2b76c45e0e91855b56931,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force authorized,narcotics,1st district,,field operations bureau,force (take down),l2,yes,30,7,No,new-orleans-pd,flight from an officer
9ac35154e69867813643b50567b216cd,b8111a6b74da3c9da64345cfdb937cd4,ftn2019-0081,817164df5a28f2676453439f3c92ee85,Completed,arresting,good,foggy condition,between 11pm-7am,use of force justified,c platoon,8th district,patrol,field operations bureau,hands,l1,yes,39,9,No,new-orleans-pd,resisted lawful arrest
a9ee603d8726b8266ea1773f75526937,b81c68606816f4f357f8fe2cc7be5c3a,ftn2020-0362,e6b6a7691c79a7ca179c57fbeec30d79,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,b platoon,5th district,patrol,field operations bureau,force (take down),l2,yes,28,4,Yes,new-orleans-pd,battery on officer
56a220402b1d43025d63ad3bf112e668,b82a49daac55e9cb262594e64e1558ef,ftn2018-0282,eb22f82d744a9898e6bb8ee8ce582420,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,8th district,patrol,field operations bureau,hands,l1,yes,36,3,No,new-orleans-pd,escape
2ae774061539b97a3a596b8524c5be89,b8731d91e4c2b6961d68c2b8a20fd9e5,ftn2016-0536,1740f762d2daeab0746f8ef4d09bb939,Completed,pedestrian stop,good,clear conditions,,use of force authorized,b platoon,6th district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,no,37,21,No,new-orleans-pd,resisted lawful arrest
c70e0ef2ebb5e86cdfb4b1ae68dae27e,b875bf1f0e734c4371a2c5135d034cd5,ftn2019-0248,bb267ee8108202b164267582558bcfc6,Completed,pedestrian stop,good,clear conditions,between 7am-3pm,use of force justified,k9,5th district,,field operations bureau,canine (no bite),l2,yes,60,15,No,new-orleans-pd,other
ecce1003ca706c7b3d893112cb7ccc75,b87859112006ebbd616a89e816c3f092,ftn2019-0178,137e2457da2b9e0ebe6964dc70a10ca2,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,25,4,No,new-orleans-pd,felony stop
41f88a5569033076ae2f6b5e09d0f992,b89124945ead860912d012c42dd6a885,ftn2017-0437,95075c7d9c7c5b69b3540f32d3e6e623,Completed,traffic stop,good,clear conditions,between 3pm-11pm,use of force authorized,task force,7th district,a,field operations bureau,conducted electrical weapon deployment,l2,no,31,7,No,new-orleans-pd,escape
23f1ff1e1c88c4fd58c52e28cd4c499e,b893534f7856bd7c519ffa983b1c795c,ftn2018-0142,0d034f9090aa38587289b1c69c134c16,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified with policy violation,narcotics,1st district,,field operations bureau,firearm (exhibited),l1,yes,35,13,No,new-orleans-pd,other
ba2e4aac993315314db5d50f629cb17c,b89711230358d6acc1d986d196f14726,ftn2021-0096,4d3f02f836d9b90f6e49c0027ddba93b,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified,a platoon,3rd district,,field operations bureau,hands,l1,no,36,5,No,new-orleans-pd,resisted lawful arrest
667c6b0c72bfa3b1cc2d737e39e9ae35,b899416e1bd18e243170d879caf6a346,ftn2017-0291,76de90c28c4116513c61a6c28e8544e0,Completed,arresting,good,clear conditions,between 7am-3pm,use of force authorized,day watch,7th district,,field operations bureau,hands,l1,yes,34,5,No,new-orleans-pd,resisted lawful arrest
6461e37cc86d26ebe86995817495fa14,b8a3740c5ae1c0d19b372223dc69f21e,ftn2020-0215,549c260627b15dc3cadde8767dcd6d0d,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified with training,a platoon,6th district,use of force,field operations bureau,hands,l1,yes,54,34,No,new-orleans-pd,flight from an officer
178e642b4559022f2d164e6f3a3e93e4,b8a57c6e6222baf9a8f5f5bdb98b7503,ftn2017-0394,283a54fcfa0a199825a2b8886fdf7ddb,Completed,call for service,poor,clear conditions,between 3pm-11pm,use of force authorized,b platoon,5th district,patrol,field operations bureau,force (take down),l2,yes,28,6,No,new-orleans-pd,battery on officer
e80b9bbf20f427662258566aed6ae01e,b8b2cbee5534382476945c8fe75dcefa,ftn2019-0390,5adc91d41a959f317a86f45e96cbc841,Completed,call for service,poor,clear conditions,between 3pm-11pm,use of force justified,a platoon,recruits,patrol,field operations bureau,hands,l1,yes,34,12,No,new-orleans-pd,resisted lawful arrest
1203fc12497195b0f74bd28b9ba36e76,b8b95c57674e026a9f7bda1b742e9190,ftn2017-0538,4c13908747cc4b3b59b66fd7274be162,Completed,call for service,good,clear conditions,between 7am-3pm,use of force authorized,b platoon,5th district,,field operations bureau,firearm (exhibited),l1,yes,34,13,No,new-orleans-pd,resisted officer with weapon
9679eb18d20c8deadce08ef195567b15,b8c70d38696b973355a0d0d9752412eb,ftn2017-0230,ae750954c4b20d1e481a718eff1d62c5,Completed,arresting,good,clear conditions,,use of force authorized,day watch,7th district,,field operations bureau,force (take down),l2,yes,33,7,No,new-orleans-pd,resisted lawful arrest
9a342cd206cd3ca5409158190305e035,b8e2c316f4093f687377cf08b21c4d1d,ftn2016-0047,1364b095a151e81403bd38d3dec819b9,Completed,pedestrian stop,good,clear conditions,,use of force authorized,task force a,3rd district,,field operations bureau,hands,l1,yes,46,12,No,new-orleans-pd,other
70b1e8b6239c8e0c2d89d453c52c7c50,b8f1b0cde755fa454d9552dc2af166fe,ftn2020-0321,46dc63224c6d0b3b99216b5d82dc243f,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,5th district,patrol,field operations bureau,takedown (no injury),l1,yes,22,3,No,new-orleans-pd,battery on officer
4f3e064f0856ad3c068ddff98177d96e,b8fabe0cb66d465db391ff7f8ef60da6,ftn2018-0144,7816550eb52b2fb0ff04b1c733ca2414,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified,a platoon,3rd district,patrol,field operations bureau,firearm (exhibited),l1,yes,28,8,No,new-orleans-pd,resisted lawful arrest
2d170f0ba5a8ff52fa5fddf074b39a8c,b90d0878c9fd77a0f8d5f6acc9522add,ftn2019-0127,3b534fce4b29c1a8a7ec1d30b47f29a6,Completed,arresting,good,foggy condition,between 3pm-11pm,use of force justified,task force a,3rd district,task force a,field operations bureau,hands,l1,yes,40,16,No,new-orleans-pd,battery on officer
664d4310df2169c75bf937da44883345,b910831b30992b4e7c9b5a79ca4ebe47,ftn2018-0358,b98b190eb19bd9a0e0c71e54aaa6fbc8,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,5th district,patrol,field operations bureau,hands,l1,yes,50,26,No,new-orleans-pd,resisted lawful arrest
af1b431a36aae90bb9b3cd5d72ba2ad5,b919e1d43009315f2e8a1d9b517bfb17,ftn2016-0067,661c35ddc37804357283e9341b26a3a4,Completed,arresting,good,clear conditions,,use of force authorized,task force,4th district,b,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,36,17,Yes,new-orleans-pd,resisted lawful arrest
ab2ca00f42a90e5d4130c7af6d0d7dc9,b920542d3873266f37ce623121585163,ftn2018-0465,b97a1974386da98eb4eed322cdf49aba,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,3rd platoon,1st district,patrol,field operations bureau,firearm (exhibited),l1,yes,40,17,No,new-orleans-pd,weapon exhibited
06716fc580209b2fd3bd7d512c7b74b5,b924d0f99295bed07adcdd470aa60a26,ftn2018-0101,347d1ba24b9396fd4c17187bfb170ee5,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force authorized,b platoon,8th district,patrol,field operations bureau,force (take down),l2,yes,32,5,No,new-orleans-pd,resisted lawful arrest
9d17a33032a02b75f229af641199097e,b92c0bf43640a082e5da5351532f06cc,ftn2016-0384,7eb923d3fc3e05eac1b238f90e56543a,Completed,arresting,poor,clear conditions,,use of force authorized,2nd platoon,4th district,,field operations bureau,hands,l1,yes,52,32,Yes,new-orleans-pd,resisted lawful arrest
c7e799ea2106a454458b06ec2ae3cd53,b93a1c19569eeaa38b1a8135d442f804,ftn2021-0138,c30d6f6b1f1d3b910756bbf0f43aa2f0,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified,c platoon,1st district,patrol,field operations bureau,hands,l1,yes,28,2,No,new-orleans-pd,battery on officer
c2162541177e50d835f1f951df52e7ac,b955d04756a93e64272eef0c2b767afc,ftn2017-0433,fd151f4d72dc327e650d869cff9dd229,Completed,arresting,poor,clear conditions,between 11pm-7am,use of force authorized,c platoon,3rd district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,40,23,No,new-orleans-pd,flight from an officer
37b850c531cdec3716c825e34c03bf33,b958c2cd88adbb123785f7bc5e0a06cf,ftn2019-0379,9d40ee66352921475f159a9a5449a0d5,Completed,arresting,good,clear conditions,between 11pm-7am,use of force justified,narcotics,8th district,narcotics,field operations bureau,takedown (with injury),l2,yes,32,7,No,new-orleans-pd,resisted lawful arrest
0694f0abdba9b2342324968a229489b0,b967ce828a7df807b7d48a00d4affb99,ftn2017-0641,0aa32322dcea6b8cd6b16d482430e5a9,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force authorized,b platoon,2nd district,patrol,field operations bureau,conducted electrical weapon deployment,l2,yes,30,8,No,new-orleans-pd,resisted lawful arrest
8999284a579311f282569a7e91075e5c,b9700bd0dd6f4e8a573613efff058e77,ftn2016-0323,d0550ba4214bd944e2e91440491f1a01,Completed,pedestrian stop,good,clear conditions,,use of force authorized,2nd platoon,1st district,,field operations bureau,firearm (exhibited),l1,yes,37,12,No,new-orleans-pd,other
d5479510f00f6d02c3e06c81af27f894,b983e76a15a10c504d2648a94a7d276f,ftn2016-0255,8e6d8801489478b823a3a39fbe160572,Completed,traffic stop,poor,clear conditions,,use of force authorized,narcotics,2nd district,,field operations bureau,force (take down),l2,yes,30,9,No,new-orleans-pd,escape
8366cc844c37a306570afaf9cc541c71,b99bd4d0b54b9d650b9ce16a34a3ddb6,ftn2020-0233,ad45221eb67a36215e52747c52c24038,Completed,other,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,29,5,No,new-orleans-pd,weapon exhibited
ecce1003ca706c7b3d893112cb7ccc75,b9a69f1c3629b26c7666c19b6bbaf6d3,ftn2021-0070,d7bc3825d139056cc1c9cf2b5d2d3930,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,27,4,No,new-orleans-pd,refused verbal commands
6f04d9d91bfffe632b926b369cd3c5f6,b9aa54de367e821e88bff4c6097319d1,ftn2016-0268,3c9fa7dbb457fe88eb0980deabcffa37,Completed,arresting,good,clear conditions,,use of force authorized,a platoon,3rd district,,field operations bureau,firearm (exhibited),l1,yes,60,19,No,new-orleans-pd,resisted officer with weapon
